Acc_x,Acc_y,Acc_z
0.6,0.41,0.65
0.61,0.35,0.68
0.65,0.38,0.73
0.72,0.4,0.72
0.57,0.36,0.76
0.54,0.31,0.81
0.56,0.31,0.8
0.58,0.32,0.82
0.61,0.3,0.84
0.51,0.31,0.86
0.41,0.29,0.9
0.49,0.27,0.9
0.57,0.32,0.89
0.55,0.32,0.9
0.52,0.3,0.92
0.54,0.31,0.95
0.51,0.32,0.95
0.41,0.31,0.97
0.38,0.29,0.98
0.43,0.3,0.97
0.41,0.31,0.98
0.38,0.3,0.98
0.41,0.3,0.98
0.41,0.29,0.99
0.41,0.28,0.99
0.4,0.28,0.98
0.4,0.27,0.97
0.38,0.27,0.96
0.37,0.27,0.93
0.36,0.27,0.93
0.36,0.27,0.92
0.37,0.26,0.92
0.41,0.26,0.93
0.43,0.27,0.97
0.39,0.29,1.02
0.34,0.28,1.06
0.32,0.27,1.06
0.32,0.27,1.04
0.33,0.27,1.01
0.34,0.27,0.98
0.35,0.27,0.96
0.37,0.26,0.95
0.39,0.27,0.94
0.4,0.27,0.95
0.41,0.27,0.96
0.4,0.28,0.98
0.39,0.28,0.99
0.38,0.28,1.01
0.36,0.28,1.03
0.34,0.28,1.04
0.34,0.28,1.05
0.34,0.28,1.05
0.36,0.28,1.04
0.36,0.29,1.03
0.36,0.29,1.02
0.37,0.3,1.03
0.36,0.31,1.04
0.35,0.31,1.04
0.34,0.31,1.05
0.34,0.32,1.05
0.33,0.32,1.05
0.33,0.32,1.03
0.32,0.32,1.01
0.33,0.32,1
0.35,0.33,0.98
0.37,0.33,0.96
0.39,0.34,0.94
0.41,0.35,0.93
0.4,0.35,0.91
0.39,0.35,0.89
0.39,0.34,0.87
0.41,0.35,0.84
0.42,0.37,0.82
0.43,0.38,0.81
0.43,0.39,0.79
0.42,0.39,0.78
0.41,0.4,0.76
0.41,0.4,0.73
0.39,0.41,0.7
0.38,0.41,0.68
0.4,0.42,0.66
0.41,0.43,0.64
0.38,0.43,0.63
0.38,0.43,0.64
0.38,0.45,0.63
0.38,0.46,0.61
0.38,0.47,0.59
0.38,0.48,0.57
0.36,0.48,0.54
0.35,0.48,0.52
0.35,0.49,0.51
0.34,0.5,0.49
0.34,0.51,0.47
0.35,0.53,0.45
0.35,0.54,0.45
0.36,0.55,0.44
0.38,0.55,0.44
0.39,0.54,0.45
0.4,0.54,0.46
0.42,0.55,0.47
0.43,0.54,0.46
0.44,0.55,0.45
0.45,0.55,0.43
0.5,0.59,0.42
0.53,0.59,0.43
0.53,0.6,0.45
0.52,0.6,0.47
0.5,0.6,0.48
0.48,0.6,0.49
0.47,0.59,0.49
0.48,0.58,0.49
0.53,0.58,0.49
0.59,0.58,0.52
0.64,0.57,0.55
0.63,0.56,0.58
0.63,0.55,0.62
0.62,0.54,0.65
0.59,0.52,0.65
0.56,0.52,0.65
0.56,0.52,0.66
0.58,0.52,0.66
0.63,0.51,0.68
0.66,0.5,0.7
0.67,0.49,0.72
0.68,0.48,0.76
0.68,0.46,0.79
0.65,0.45,0.8
0.62,0.45,0.81
0.59,0.45,0.8
0.57,0.45,0.78
0.58,0.44,0.8
0.59,0.43,0.82
0.59,0.42,0.83
