Acc_x,Acc_y,Acc_z
0.03,-0.94,-0.14
0.04,-0.93,-0.12
0.05,-0.93,-0.09
0.06,-0.94,-0.07
0.06,-0.94,-0.06
0.07,-0.95,-0.05
0.07,-0.98,-0.05
0.08,-1,-0.05
0.06,-1.03,-0.05
0.05,-1.06,-0.04
0.06,-1.09,-0.03
0.06,-1.14,-0.04
0.08,-1.19,-0.04
0.08,-1.24,-0.06
0.08,-1.28,-0.06
0.1,-1.28,-0.05
0.11,-1.22,-0.02
0.12,-1.12,0.02
0.13,-1.05,0.04
0.15,-0.98,0.06
0.16,-0.91,0.08
0.17,-0.83,0.11
0.16,-0.79,0.11
0.15,-0.8,0.11
0.15,-0.86,0.09
0.15,-0.95,0.07
0.16,-1.04,0.06
0.16,-1.13,0.05
0.16,-1.23,0.05
0.17,-1.29,0.06
0.19,-1.34,0.06
0.19,-1.28,0.07
0.22,-1.19,0.08
0.25,-1.12,0.09
0.28,-1.05,0.1
0.3,-0.99,0.11
0.34,-0.95,0.1
0.37,-0.9,0.09
0.35,-0.85,0.1
0.32,-0.81,0.11
0.29,-0.79,0.11
0.28,-0.78,0.11
0.27,-0.77,0.12
0.28,-0.77,0.12
0.3,-0.77,0.12
0.31,-0.78,0.11
0.32,-0.79,0.1
0.32,-0.8,0.1
0.33,-0.83,0.09
0.34,-0.85,0.09
0.34,-0.88,0.09
0.35,-0.9,0.12
0.37,-0.91,0.15
0.41,-0.93,0.16
0.45,-0.94,0.16
0.48,-0.94,0.17
0.5,-0.95,0.21
0.55,-0.96,0.23
0.54,-0.96,0.17
0.53,-1,0.05
0.5,-1.06,-0.02
0.49,-1.13,-0.06
0.52,-1.18,-0.08
0.55,-1.22,-0.1
0.61,-1.3,-0.15
0.64,-1.36,-0.21
0.6,-1.34,-0.2
0.52,-1.22,-0.15
0.42,-1.07,-0.11
0.31,-0.98,-0.07
0.24,-0.94,-0.03
0.2,-0.93,0
0.16,-0.94,0
0.1,-0.97,-0.02
0.09,-1.02,-0.04
0.11,-1.1,-0.07
0.1,-1.19,-0.12
0.07,-1.24,-0.18
0.05,-1.24,-0.22
0.03,-1.2,-0.24
0.02,-1.13,-0.24
0.01,-1.04,-0.22
0,-0.93,-0.11
0.03,-0.75,-0.06
0.05,-0.75,-0.03
0.07,-0.79,-0.01
0.11,-0.85,-0.01
0.14,-0.91,-0.04
0.17,-0.97,-0.06
0.18,-1.01,-0.07
0.18,-1.02,-0.08
0.18,-1.02,-0.08
0.18,-0.99,-0.06
0.18,-0.97,-0.05
0.19,-0.96,-0.03
0.21,-0.95,-0.03
0.22,-0.93,-0.01
0.22,-0.9,0.04
0.24,-0.88,0.08
0.26,-0.87,0.09
0.29,-0.88,0.08
0.33,-0.9,0.07
0.37,-0.91,0.06
0.42,-0.91,0.09
0.5,-0.91,0.17
0.61,-0.91,0.28
0.73,-0.91,0.34
0.76,-0.94,0.36
0.82,-0.95,0.3
1.16,-0.85,0.42
1.27,-0.98,0.52
1.48,-1.05,0.46
1.68,-0.98,0.43
1.8,-1.01,0.44
1.96,-1.09,0.45
2.15,-1.19,0.5
2.25,-1.29,0.55
2.26,-1.32,0.53
2.24,-1.33,0.45
2.26,-1.35,0.37
2.31,-1.37,0.3
2.36,-1.42,0.25
2.37,-1.5,0.2
2.35,-1.62,0.16
