Acc_x,Acc_y,Acc_z
0.27,0.37,1.03
0.35,0.34,1.07
0.4,0.32,1.1
0.42,0.29,1.1
0.4,0.26,1.08
0.38,0.22,1.05
0.39,0.18,1.01
0.44,0.13,1
0.5,0.08,1.01
0.52,0.05,1.02
0.52,0.03,1.01
0.52,0,0.99
0.53,-0.02,0.96
0.53,-0.03,0.93
0.53,-0.05,0.88
0.53,-0.08,0.85
0.53,-0.11,0.83
0.61,-0.21,0.91
0.68,-0.28,0.98
0.7,-0.3,1.01
0.67,-0.3,0.98
0.62,-0.29,0.93
0.59,-0.29,0.85
0.58,-0.29,0.79
0.59,-0.29,0.75
0.6,-0.28,0.72
0.61,-0.28,0.73
0.6,-0.28,0.75
0.59,-0.28,0.78
0.56,-0.28,0.8
0.53,-0.27,0.78
0.49,-0.25,0.73
0.46,-0.23,0.68
0.47,-0.23,0.64
0.49,-0.23,0.63
0.51,-0.24,0.65
0.54,-0.25,0.67
0.56,-0.26,0.68
0.57,-0.27,0.69
0.57,-0.28,0.69
0.58,-0.29,0.7
0.54,-0.29,0.68
0.51,-0.3,0.63
0.52,-0.33,0.58
0.62,-0.37,0.57
0.66,-0.38,0.59
0.71,-0.39,0.63
0.74,-0.42,0.66
0.75,-0.41,0.67
0.72,-0.39,0.64
0.66,-0.37,0.57
0.59,-0.35,0.5
0.61,-0.37,0.43
0.7,-0.37,0.39
0.76,-0.38,0.42
0.79,-0.41,0.47
0.84,-0.41,0.51
0.87,-0.4,0.55
0.86,-0.38,0.58
0.85,-0.35,0.59
0.83,-0.31,0.59
0.8,-0.28,0.57
0.76,-0.25,0.55
0.73,-0.23,0.51
0.74,-0.24,0.48
0.79,-0.26,0.47
0.86,-0.26,0.48
0.9,-0.25,0.5
0.91,-0.24,0.52
0.89,-0.22,0.56
0.86,-0.23,0.57
0.84,-0.22,0.57
0.8,-0.2,0.58
0.76,-0.22,0.59
0.74,-0.24,0.59
0.76,-0.24,0.58
0.82,-0.24,0.56
0.88,-0.23,0.56
0.9,-0.24,0.55
0.88,-0.22,0.51
0.86,-0.21,0.48
0.86,-0.23,0.45
0.84,-0.22,0.44
0.81,-0.22,0.43
0.81,-0.25,0.42
0.83,-0.28,0.44
0.86,-0.32,0.43
0.89,-0.36,0.41
0.9,-0.38,0.4
0.91,-0.39,0.38
