Acc_x,Acc_y,Acc_z
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.88
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.12,0.43,0.89
-0.12,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.12,0.43,0.89
-0.12,0.43,0.89
-0.12,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.12,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.12,0.43,0.89
-0.12,0.43,0.89
-0.12,0.43,0.89
-0.12,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.88
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.88
-0.12,0.42,0.89
-0.11,0.43,0.89
-0.11,0.43,0.89
-0.11,0.43,0.9
-0.11,0.43,0.9
-0.11,0.42,0.9
-0.12,0.42,0.9
-0.1,0.41,0.92
-0.07,0.41,0.9
-0.07,0.41,0.89
-0.1,0.39,0.9
-0.1,0.38,0.91
-0.09,0.37,0.91
-0.08,0.36,0.89
-0.09,0.33,0.9
-0.08,0.29,0.91
-0.07,0.25,0.91
