Acc_x,Acc_y,Acc_z
0,-0.24,0.69
-0.02,-0.22,0.67
-0.04,-0.21,0.67
-0.04,-0.18,0.64
-0.02,-0.13,0.58
0.01,-0.08,0.54
0.05,-0.05,0.53
0.07,-0.03,0.54
0.03,0.03,0.57
-0.05,0.06,0.54
-0.02,0.09,0.52
0.01,0.12,0.51
0.03,0.15,0.48
0.01,0.15,0.48
-0.02,0.16,0.46
-0.06,0.17,0.48
-0.08,0.18,0.51
-0.08,0.21,0.51
-0.09,0.24,0.53
-0.09,0.25,0.54
-0.09,0.25,0.54
-0.1,0.26,0.55
-0.11,0.27,0.56
-0.11,0.29,0.57
-0.11,0.3,0.58
-0.1,0.3,0.58
-0.09,0.32,0.6
-0.1,0.3,0.67
-0.11,0.3,0.69
-0.13,0.32,0.64
-0.16,0.32,0.64
-0.2,0.31,0.66
-0.2,0.32,0.67
-0.19,0.33,0.69
-0.19,0.31,0.72
-0.18,0.31,0.72
-0.14,0.3,0.72
-0.16,0.3,0.73
-0.18,0.29,0.74
-0.19,0.28,0.76
-0.19,0.27,0.78
-0.19,0.25,0.78
-0.2,0.24,0.79
-0.21,0.23,0.8
-0.21,0.23,0.79
-0.19,0.24,0.78
-0.16,0.25,0.76
-0.11,0.23,0.74
-0.08,0.21,0.72
-0.07,0.18,0.71
-0.06,0.15,0.69
-0.06,0.13,0.7
-0.06,0.11,0.74
-0.06,0.12,0.78
-0.06,0.12,0.79
-0.05,0.13,0.79
-0.05,0.14,0.77
-0.06,0.12,0.75
-0.07,0.08,0.75
-0.07,0.03,0.76
-0.06,0.01,0.79
-0.01,0.02,0.83
0.05,0.02,0.85
0.06,0.01,0.84
0.05,-0.03,0.82
0.03,-0.06,0.82
0.03,-0.07,0.83
0.04,-0.08,0.84
0.05,-0.09,0.86
0.07,-0.1,0.89
0.09,-0.11,0.91
0.1,-0.14,0.92
0.1,-0.17,0.92
0.09,-0.19,0.91
0.08,-0.22,0.89
0.07,-0.24,0.9
0.08,-0.23,0.94
0.11,-0.2,0.99
0.14,-0.19,1.02
0.15,-0.22,1.01
0.14,-0.27,0.98
0.12,-0.32,0.98
0.12,-0.36,0.99
0.13,-0.33,1.02
0.17,-0.28,1.04
0.21,-0.27,1.05
0.24,-0.33,1.03
0.23,-0.47,0.98
0.22,-0.51,0.96
0.22,-0.53,1
0.23,-0.5,1.03
0.25,-0.45,1.02
0.25,-0.44,0.99
0.23,-0.43,0.95
0.21,-0.44,0.9
0.22,-0.5,0.88
0.25,-0.57,0.92
0.29,-0.61,0.99
0.32,-0.61,1.02
0.31,-0.59,1
0.29,-0.56,0.97
0.26,-0.54,0.92
0.24,-0.53,0.87
0.22,-0.56,0.83
0.24,-0.6,0.86
0.3,-0.64,0.91
