Acc_x,Acc_y,Acc_z
0.1,0.04,0.64
0.1,0.05,0.56
0.1,0.05,0.49
0.08,0.05,0.45
0.06,0.04,0.47
0.06,0.04,0.5
0.05,0.07,0.52
0.06,0.09,0.51
0.08,0.09,0.45
0.1,0.11,0.37
0.08,0.16,0.33
0.07,0.21,0.32
0.08,0.27,0.35
0.12,0.27,0.41
0.15,0.26,0.47
0.17,0.29,0.47
0.18,0.38,0.41
0.15,0.49,0.31
0.08,0.58,0.26
0.04,0.61,0.27
0.05,0.59,0.31
0.05,0.61,0.37
0.04,0.72,0.46
0.04,0.83,0.54
0.06,0.85,0.52
0.11,0.83,0.46
0.15,0.83,0.41
0.15,0.85,0.37
0.09,0.92,0.48
0.09,1.03,0.69
0.13,1.1,0.75
0.13,1.13,0.71
0.11,1.18,0.67
0.1,1.19,0.61
0.12,1.15,0.53
0.13,1.14,0.48
0.06,1.2,0.67
0.07,1.25,0.91
0.16,1.27,1.01
0.18,1.31,0.96
0.17,1.27,0.83
0.14,1.27,0.68
0.1,1.3,0.59
0.03,1.28,0.7
0.03,1.23,0.9
0.11,1.19,0.98
0.13,1.21,0.99
0.1,1.28,0.98
0.07,1.32,0.92
0.04,1.31,0.83
0.02,1.27,0.73
0.01,1.26,0.66
-0.02,1.29,0.65
0.01,1.32,0.66
0.07,1.31,0.64
0.09,1.26,0.61
0.08,1.2,0.58
0.09,1.17,0.54
0.11,1.15,0.5
0.1,1.15,0.5
0.07,1.13,0.48
0.04,1.13,0.47
0.02,1.14,0.46
0.01,1.15,0.44
0.02,1.16,0.43
0.02,1.18,0.43
-0.16,1.26,1.17
-0.44,1.34,2
-0.24,1.14,1.83
0,0.98,1.15
0.05,1.01,0.49
0.25,0.97,0.27
0.44,0.98,0.28
0.53,1.03,0.3
0.45,1.11,0.28
0.24,1.1,0.2
0.08,1.04,0.07
0.02,1.01,-0.03
0.04,0.98,-0.09
0.08,0.94,-0.14
0.09,0.89,-0.16
0.1,0.87,-0.17
0.13,0.87,-0.18
0.14,0.87,-0.18
0.13,0.88,-0.17
0.11,0.89,-0.15
0.11,0.91,-0.13
0.11,0.93,-0.12
0.13,0.95,-0.12
0.14,0.96,-0.12
0.15,0.97,-0.09
0.17,0.99,-0.06
0.14,1,-0.02
0.13,0.99,0.02
0.13,0.98,0.04
0.1,0.98,0.07
0.09,0.98,0.12
0.08,0.99,0.17
0.08,1,0.21
0.07,1.01,0.24
0.06,1.01,0.24
0.06,1.01,0.23
0.06,1,0.22
0.06,1,0.21
0.06,0.99,0.21
0.06,1,0.24
0.05,1.02,0.28
0.07,1.03,0.32
0.07,1.04,0.35
0.06,1.05,0.39
0.05,1.05,0.41
0.05,1.06,0.43
0.06,1.07,0.46
0.08,1.1,0.52
0.09,1.12,0.6
0.07,1.13,0.69
0.05,1.18,0.84
0.08,1.16,0.86
0.09,1.15,0.9
0.09,1.16,0.93
0.07,1.17,0.96
0.06,1.19,0.97
0.04,1.23,0.99
0.03,1.27,1.01
0.02,1.31,1.02
0.02,1.35,1.05
0.01,1.39,1.07
-0.03,1.42,1.05
-0.04,1.46,1.03
-0.04,1.49,1
-0.03,1.52,0.96
0,1.53,0.92
0.04,1.53,0.9
0.08,1.55,0.88
0.1,1.57,0.82
0.1,1.58,0.78
0.1,1.58,0.76
0.12,1.58,0.74
0.14,1.54,0.73
0.15,1.5,0.73
0.16,1.49,0.75
0.15,1.49,0.75
0.12,1.47,0.69
0.08,1.38,0.67
0.07,1.29,0.63
0.06,1.22,0.62
0.08,1.19,0.64
0.11,1.13,0.62
0.12,1.09,0.58
0.1,1.06,0.55
0.11,1.03,0.5
0.09,0.94,0.46
0.06,0.83,0.42
0.1,0.73,0.38
0.16,0.69,0.35
0.2,0.66,0.3
0.21,0.63,0.28
0.19,0.54,0.25
0.15,0.44,0.2
0.1,0.35,0.16
0.11,0.3,0.12
0.18,0.3,0.12
0.19,0.23,0.09
0.18,0.19,0.05
0.16,0.13,0
0.13,0.02,-0.02
0.17,0.01,0.02
0.19,0.01,0.07
0.19,-0.04,0.09
0.13,-0.05,0.12
0.12,-0.05,0.17
0.11,-0.09,0.23
0.1,-0.14,0.26
0.11,-0.11,0.3
0.11,-0.08,0.35
0.12,-0.07,0.41
0.15,-0.09,0.49
0.18,-0.12,0.59
0.18,-0.12,0.68
0.17,-0.08,0.73
0.13,-0.05,0.73
0.09,-0.05,0.74
0.07,-0.06,0.8
0.09,-0.05,0.88
0.1,-0.05,0.96
0.11,-0.05,1
0.1,-0.06,1.01
0.1,-0.06,1
0.08,-0.07,1.02
0.07,-0.07,1.02
0.06,-0.04,1.01
0.05,-0.02,1.04
0.04,-0.02,1.07
0.04,-0.04,1.07
0.05,-0.05,1.03
0.05,-0.06,0.91
0.06,-0.06,0.86
0.07,-0.05,0.83
0.08,-0.02,0.79
0.08,-0.01,0.76
0.09,-0.02,0.72
0.11,-0.05,0.65
0.13,-0.06,0.56
0.15,-0.06,0.47
0.16,-0.04,0.41
0.17,0.01,0.38
0.16,0.05,0.39
0.15,0.07,0.38
0.15,0.07,0.35
0.14,0.08,0.32
0.13,0.1,0.31
0.15,0.12,0.32
0.19,0.15,0.32
0.22,0.21,0.32
0.2,0.27,0.36
0.19,0.33,0.4
0.18,0.39,0.4
0.13,0.42,0.42
0.08,0.4,0.44
0.06,0.4,0.41
0.06,0.43,0.43
0.03,0.5,0.49
0.04,0.6,0.5
0.05,0.72,0.49
