Acc_x,Acc_y,Acc_z
0.53,-0.47,0.76
0.52,-0.48,0.76
0.53,-0.5,0.78
0.55,-0.53,0.81
0.56,-0.55,0.83
0.55,-0.56,0.85
0.53,-0.57,0.87
0.54,-0.58,0.86
0.56,-0.58,0.84
0.6,-0.57,0.82
0.63,-0.56,0.82
0.66,-0.54,0.84
0.67,-0.52,0.87
0.68,-0.5,0.89
0.67,-0.48,0.9
0.67,-0.46,0.92
0.66,-0.45,0.96
0.65,-0.44,0.98
0.64,-0.42,0.97
0.62,-0.4,0.94
0.61,-0.38,0.86
0.58,-0.3,0.86
0.59,-0.29,0.87
0.58,-0.29,0.89
0.54,-0.28,0.88
0.51,-0.27,0.86
0.49,-0.24,0.83
0.46,-0.22,0.79
0.44,-0.2,0.75
0.42,-0.17,0.71
0.41,-0.14,0.69
0.41,-0.12,0.67
0.41,-0.12,0.65
0.41,-0.11,0.64
0.39,-0.1,0.62
0.37,-0.09,0.6
0.37,-0.08,0.59
0.37,-0.08,0.57
0.37,-0.08,0.55
0.35,-0.08,0.51
0.33,-0.06,0.46
0.33,-0.05,0.42
0.34,-0.06,0.4
0.34,-0.07,0.4
0.35,-0.1,0.4
0.35,-0.12,0.4
0.34,-0.14,0.41
0.32,-0.16,0.41
0.31,-0.17,0.37
0.31,-0.17,0.33
0.31,-0.18,0.29
0.3,-0.2,0.28
0.29,-0.23,0.29
0.28,-0.27,0.3
0.27,-0.3,0.3
0.26,-0.34,0.3
0.25,-0.4,0.3
0.82,-0.82,1.03
1.4,-1.35,2.52
1.69,-1.04,3.62
1.3,-0.64,3.74
0.69,-0.72,3.06
0.72,-0.64,2.08
0.55,-0.39,1.28
0.38,-0.23,0.74
0.34,-0.2,0.38
0.27,-0.2,0.21
0.22,-0.22,0.14
0.21,-0.26,0.13
0.21,-0.32,0.18
0.25,-0.36,0.25
0.34,-0.39,0.34
0.45,-0.42,0.66
0.61,-0.52,0.89
0.66,-0.57,1.1
0.66,-0.6,1.25
0.64,-0.6,1.28
0.59,-0.57,1.18
0.53,-0.53,1
0.48,-0.5,0.83
0.45,-0.46,0.7
0.45,-0.44,0.62
0.46,-0.43,0.6
0.47,-0.44,0.64
0.51,-0.46,0.74
0.58,-0.48,0.86
0.61,-0.51,0.97
0.59,-0.51,1.05
0.55,-0.5,1.07
0.51,-0.48,1.03
0.51,-0.45,0.98
0.55,-0.44,0.95
0.61,-0.44,0.93
0.66,-0.45,0.9
0.65,-0.44,0.88
0.65,-0.41,0.9
0.68,-0.41,0.92
0.67,-0.4,0.93
0.64,-0.36,0.98
0.63,-0.32,1
0.59,-0.3,0.96
0.56,-0.26,0.91
0.55,-0.24,0.84
0.53,-0.22,0.76
0.51,-0.19,0.71
0.5,-0.18,0.67
0.49,-0.17,0.64
0.47,-0.16,0.63
0.45,-0.15,0.62
0.42,-0.14,0.61
0.39,-0.13,0.61
0.38,-0.12,0.6
0.37,-0.12,0.58
0.37,-0.12,0.56
0.37,-0.13,0.53
0.35,-0.14,0.47
0.34,-0.15,0.43
0.33,-0.17,0.4
0.32,-0.18,0.38
0.3,-0.19,0.37
0.28,-0.2,0.35
0.27,-0.21,0.33
0.26,-0.22,0.3
0.26,-0.22,0.28
0.26,-0.22,0.33
0.26,-0.26,0.33
0.25,-0.28,0.32
0.23,-0.31,0.29
0.21,-0.34,0.26
0.2,-0.39,0.25
0.7,-0.81,1.36
1.47,-1.36,2.56
1.82,-1.06,3
1.28,-0.66,3.26
0.75,-0.7,2.76
0.77,-0.58,1.92
0.55,-0.39,1.26
0.39,-0.28,0.81
0.32,-0.24,0.47
0.24,-0.23,0.27
0.2,-0.25,0.18
0.18,-0.27,0.16
0.18,-0.3,0.19
0.25,-0.33,0.25
0.35,-0.36,0.37
0.48,-0.41,0.54
0.65,-0.48,0.75
0.78,-0.55,0.99
0.82,-0.59,1.2
0.78,-0.59,1.33
0.69,-0.55,1.33
0.53,-0.49,1.14
0.47,-0.46,1.01
0.45,-0.43,0.9
0.48,-0.42,0.87
0.56,-0.43,0.9
0.63,-0.46,0.92
0.66,-0.47,0.91
0.68,-0.46,0.87
0.69,-0.44,0.86
0.68,-0.41,0.87
0.65,-0.38,0.91
0.63,-0.36,0.95
0.62,-0.35,0.99
0.6,-0.33,1.01
0.58,-0.31,0.99
0.55,-0.3,0.95
0.51,-0.3,0.87
0.47,-0.28,0.78
0.44,-0.26,0.68
0.41,-0.23,0.61
0.4,-0.2,0.56
0.39,-0.17,0.54
0.37,-0.15,0.53
0.33,-0.14,0.54
0.3,-0.13,0.54
0.29,-0.12,0.53
0.28,-0.09,0.48
0.26,-0.07,0.42
0.23,-0.05,0.37
0.21,-0.04,0.33
0.19,-0.05,0.31
0.17,-0.07,0.29
0.16,-0.09,0.28
0.16,-0.11,0.29
0.2,-0.15,0.33
0.23,-0.19,0.37
0.25,-0.21,0.39
0.24,-0.24,0.38
0.22,-0.27,0.33
0.19,-0.3,0.28
0.16,-0.35,0.23
0.39,-0.47,-0.05
1.35,-1.05,1.23
2.3,-1.35,2.91
1.69,-0.95,3.09
0.84,-0.85,3.01
0.8,-0.89,2.35
0.6,-0.65,1.55
0.36,-0.42,1.04
0.26,-0.33,0.61
0.18,-0.29,0.33
0.12,-0.28,0.19
0.13,-0.33,0.21
0.18,-0.34,0.29
0.28,-0.36,0.39
0.41,-0.38,0.52
0.54,-0.42,0.66
0.66,-0.46,0.87
0.75,-0.5,1.11
0.74,-0.52,1.27
0.67,-0.52,1.31
0.59,-0.5,1.25
0.52,-0.47,1.12
0.47,-0.44,0.99
0.45,-0.42,0.9
0.46,-0.42,0.87
0.5,-0.43,0.88
0.58,-0.45,0.91
0.63,-0.48,0.94
0.62,-0.5,0.96
0.61,-0.5,0.97
0.59,-0.49,0.97
0.57,-0.46,0.96
0.55,-0.42,0.95
0.54,-0.38,0.95
0.54,-0.34,0.93
0.54,-0.32,0.9
0.53,-0.29,0.88
0.51,-0.26,0.83
0.44,-0.24,0.8
0.41,-0.23,0.76
0.38,-0.21,0.71
0.36,-0.19,0.66
0.35,-0.17,0.61
0.34,-0.15,0.57
0.34,-0.13,0.55
0.34,-0.12,0.54
0.33,-0.12,0.53
0.32,-0.11,0.5
0.29,-0.09,0.46
0.27,-0.07,0.41
0.27,-0.06,0.38
0.27,-0.07,0.36
0.26,-0.09,0.35
0.25,-0.11,0.34
0.25,-0.13,0.33
0.24,-0.14,0.31
0.22,-0.17,0.29
0.22,-0.2,0.27
0.23,-0.23,0.26
0.25,-0.27,0.25
0.26,-0.33,0.26
0.28,-0.39,0.29
0.29,-0.45,0.33
0.5,-0.62,1.85
1.67,-1.33,3.03
1.53,-0.84,2.79
1.22,-0.81,2.69
0.92,-0.81,2.26
0.71,-0.63,1.61
0.52,-0.42,1.06
0.37,-0.31,0.65
0.32,-0.25,0.38
0.26,-0.22,0.25
0.23,-0.25,0.2
0.24,-0.29,0.2
0.26,-0.32,0.27
0.3,-0.34,0.37
0.4,-0.37,0.51
0.51,-0.43,0.7
0.61,-0.51,0.9
0.67,-0.57,1.06
0.68,-0.6,1.16
0.66,-0.59,1.18
0.6,-0.54,1.12
0.54,-0.5,1.02
0.52,-0.47,0.93
0.54,-0.46,0.9
0.59,-0.45,0.91
0.64,-0.48,1.04
0.66,-0.51,1.11
0.6,-0.51,1.13
0.53,-0.47,1.08
0.48,-0.44,0.99
0.45,-0.4,0.9
0.46,-0.39,0.86
0.51,-0.39,0.85
0.55,-0.37,0.84
0.58,-0.35,0.84
0.61,-0.32,0.83
0.61,-0.3,0.82
0.58,-0.27,0.79
0.55,-0.24,0.75
0.47,-0.19,0.71
0.41,-0.15,0.66
0.36,-0.12,0.59
0.33,-0.11,0.53
0.4,-0.09,0.51
0.45,-0.08,0.53
0.48,-0.08,0.57
0.49,-0.07,0.61
0.48,-0.06,0.64
0.46,-0.06,0.65
0.4,-0.06,0.61
0.34,-0.04,0.56
0.34,-0.03,0.51
0.36,-0.06,0.41
0.39,-0.08,0.39
0.4,-0.12,0.37
0.41,-0.15,0.36
0.4,-0.16,0.37
0.37,-0.19,0.35
0.33,-0.18,0.35
0.32,-0.2,0.38
0.33,-0.24,0.41
0.33,-0.25,0.42
0.33,-0.26,0.41
0.36,-0.28,0.43
0.39,-0.32,0.47
0.39,-0.37,0.48
0.36,-0.4,0.46
0.46,-0.45,0.18
1.13,-0.7,1.34
1.61,-1.1,2.59
1.57,-0.97,2.66
1.23,-0.73,2.83
0.77,-0.82,2.42
0.69,-0.69,1.74
0.54,-0.47,1.18
0.4,-0.34,0.76
0.35,-0.28,0.46
0.3,-0.26,0.3
0.26,-0.27,0.2
0.22,-0.32,0.23
0.27,-0.34,0.29
0.35,-0.38,0.39
0.45,-0.43,0.52
0.55,-0.48,0.69
0.62,-0.53,0.88
0.67,-0.55,1.06
0.67,-0.55,1.17
0.63,-0.54,1.19
0.57,-0.51,1.12
0.52,-0.46,1.01
0.49,-0.43,0.92
0.49,-0.42,0.88
0.52,-0.42,0.89
0.56,-0.44,0.92
0.59,-0.47,0.97
0.63,-0.5,1.05
0.66,-0.52,1.08
0.64,-0.5,1.06
0.6,-0.47,1.03
0.57,-0.43,0.98
0.56,-0.42,0.93
0.59,-0.42,0.87
0.59,-0.43,0.82
0.59,-0.43,0.81
0.6,-0.42,0.81
0.63,-0.38,0.8
0.61,-0.33,0.77
0.57,-0.29,0.74
0.53,-0.25,0.71
0.49,-0.2,0.68
0.45,-0.17,0.63
0.42,-0.14,0.56
0.41,-0.13,0.52
0.42,-0.11,0.49
0.43,-0.1,0.49
0.43,-0.09,0.51
0.41,-0.08,0.53
0.38,-0.07,0.54
0.32,-0.05,0.5
0.26,-0.02,0.44
0.23,0,0.39
0.24,0,0.37
0.27,-0.02,0.36
0.28,-0.04,0.35
0.28,-0.07,0.33
0.28,-0.1,0.3
0.27,-0.14,0.29
0.27,-0.19,0.3
0.27,-0.25,0.36
0.3,-0.32,0.48
0.39,-0.53,0.79
0.59,-0.6,0.86
0.61,-0.61,0.86
1.1,-0.79,1.48
1.44,-1.05,2.13
1.29,-0.98,2.25
1.04,-0.75,2.28
0.68,-0.65,2.1
0.49,-0.56,1.72
0.33,-0.47,1.3
0.22,-0.41,1.05
0.27,-0.38,0.91
0.43,-0.39,0.86
0.58,-0.43,0.89
0.6,-0.46,0.92
0.52,-0.47,0.9
0.45,-0.43,0.83
0.43,-0.39,0.77
0.41,-0.36,0.74
0.39,-0.35,0.73
0.37,-0.33,0.7
0.39,-0.31,0.67
0.42,-0.31,0.64
0.45,-0.31,0.6
0.47,-0.33,0.56
0.47,-0.34,0.51
0.45,-0.33,0.45
0.4,-0.32,0.39
0.39,-0.31,0.36
0.36,-0.27,0.33
0.32,-0.24,0.3
0.3,-0.22,0.29
0.3,-0.2,0.29
0.31,-0.2,0.32
0.32,-0.21,0.35
0.32,-0.22,0.38
0.35,-0.22,0.43
0.41,-0.24,0.48
0.46,-0.3,0.56
0.5,-0.37,0.69
0.68,-0.47,0.67
0.99,-0.65,1.29
1.23,-0.83,2.09
1.09,-0.79,2.36
