Acc_x,Acc_y,Acc_z
0.7,-0.45,-0.87
0.57,-0.44,-0.85
0.43,-0.43,-0.83
0.38,-0.43,-0.82
0.41,-0.44,-0.8
0.42,-0.45,-0.8
0.44,-0.49,-0.78
0.5,-0.51,-0.77
0.49,-0.53,-0.78
0.46,-0.57,-0.77
0.43,-0.61,-0.75
0.43,-0.63,-0.75
0.44,-0.66,-0.75
0.4,-0.71,-0.74
0.37,-0.74,-0.71
0.35,-0.78,-0.68
0.39,-0.85,-0.68
0.44,-0.98,-0.7
0.53,-1.08,-0.72
0.57,-1.21,-0.73
0.6,-1.36,-0.72
0.58,-1.49,-0.69
0.55,-1.58,-0.67
0.56,-1.63,-0.65
0.56,-1.62,-0.61
0.59,-1.59,-0.57
0.61,-1.56,-0.54
0.61,-1.5,-0.5
0.66,-1.44,-0.44
0.69,-1.42,-0.37
0.72,-1.44,-0.3
0.74,-1.44,-0.25
0.72,-1.45,-0.2
0.67,-1.45,-0.19
0.61,-1.44,-0.2
0.56,-1.42,-0.17
0.52,-1.39,-0.08
0.52,-1.38,0
0.56,-1.39,0.04
0.59,-1.38,0.01
0.56,-1.36,-0.06
0.49,-1.32,-0.12
0.41,-1.26,-0.14
0.34,-1.1,-0.06
0.29,-1.04,-0.04
0.3,-0.97,-0.04
0.31,-0.9,-0.06
0.31,-0.84,-0.09
0.28,-0.77,-0.13
0.26,-0.7,-0.14
0.24,-0.65,-0.15
0.21,-0.61,-0.16
0.18,-0.58,-0.17
0.17,-0.54,-0.16
0.16,-0.51,-0.12
0.17,-0.49,-0.08
0.19,-0.46,-0.07
0.19,-0.43,-0.09
0.17,-0.41,-0.12
0.15,-0.39,-0.14
0.12,-0.37,-0.13
0.11,-0.37,-0.1
0.13,-0.38,-0.08
0.14,-0.39,-0.06
0.14,-0.4,-0.03
0.12,-0.42,-0.02
0.1,-0.45,-0.02
0.1,-0.48,-0.01
0.14,-0.51,0.01
0.22,-0.55,0.04
0.29,-0.65,0.04
0.23,-0.69,0.03
0.17,-0.73,0.03
0.11,-0.78,0.03
0.08,-0.83,0.04
0.09,-0.88,0.03
0.11,-0.89,0.01
0.14,-0.9,0
0.19,-0.93,0
