Acc_x,Acc_y,Acc_z
0.96,1.2,0.27
0.96,1.22,0.27
0.98,1.22,0.26
0.99,1.22,0.25
0.99,1.22,0.24
0.97,1.23,0.24
0.95,1.23,0.22
0.94,1.22,0.2
0.92,1.22,0.18
0.92,1.22,0.17
0.92,1.23,0.15
0.92,1.22,0.14
0.91,1.21,0.17
0.89,1.22,0.17
0.88,1.21,0.15
0.84,1.2,0.13
0.79,1.18,0.11
0.77,1.16,0.09
0.75,1.14,0.09
0.73,1.1,0.1
0.72,1.07,0.11
0.71,1.04,0.11
0.69,1.02,0.1
0.66,1.01,0.09
0.6,0.98,0.08
0.54,0.95,0.07
0.53,0.9,0.02
0.51,0.88,0.01
0.47,0.85,0.02
0.45,0.83,0.02
0.44,0.81,0.01
0.41,0.78,0.02
0.36,0.74,0.04
0.32,0.7,0.07
0.33,0.69,0.05
0.33,0.67,0.01
0.31,0.62,0.02
0.28,0.6,0.04
0.27,0.59,0.03
0.24,0.55,0.03
0.24,0.52,0.01
0.22,0.53,-0.01
0.18,0.53,0
0.15,0.51,0
0.13,0.46,0
0.12,0.45,0
0.13,0.47,0
0.13,0.46,0
0.12,0.45,-0.01
0.12,0.45,-0.01
0.12,0.46,-0.02
0.13,0.47,-0.03
0.14,0.51,-0.04
0.14,0.52,-0.04
0.15,0.53,-0.04
0.17,0.54,-0.04
0.18,0.55,-0.03
0.2,0.55,-0.03
0.21,0.56,-0.03
0.22,0.58,-0.03
0.22,0.6,-0.03
0.24,0.61,-0.02
0.26,0.65,-0.01
0.29,0.72,0
0.3,0.79,0
0.31,0.87,-0.01
0.32,0.97,-0.02
0.32,1.08,-0.02
0.33,1.19,-0.03
0.35,1.27,-0.02
0.38,1.33,-0.01
0.43,1.39,0
0.48,1.45,0.02
0.52,1.5,0.05
0.58,1.56,0.06
0.63,1.62,0.07
0.67,1.69,0.08
0.69,1.73,0.07
0.69,1.72,0.05
0.69,1.69,0.04
0.7,1.74,0.03
0.73,1.85,0.03
0.77,1.96,0.06
0.79,2.02,0.04
0.8,2.04,-0.03
0.8,1.99,-0.04
0.81,1.85,-0.03
0.85,1.68,-0.02
0.85,1.52,0
0.83,1.38,0.01
0.81,1.26,0.03
0.8,1.18,0.05
0.8,1.14,0.06
0.77,1.11,0.06
0.75,1.07,0.06
0.72,1.03,0.05
0.69,1,0.05
0.67,0.96,0.07
0.66,0.93,0.09
0.66,0.92,0.1
0.67,0.93,0.09
0.66,0.92,0.1
0.66,0.88,0.11
0.67,0.85,0.11
0.7,0.82,0.1
0.73,0.77,0.1
0.73,0.75,0.1
0.74,0.74,0.11
0.76,0.74,0.1
0.78,0.75,0.1
0.8,0.77,0.09
0.82,0.8,0.09
0.85,0.81,0.08
0.88,0.82,0.09
0.89,0.83,0.09
0.88,0.86,0.1
0.89,0.89,0.1
0.9,0.91,0.1
0.89,0.92,0.11
0.88,0.92,0.12
0.87,0.91,0.12
0.84,0.91,0.15
0.85,0.91,0.17
0.9,0.94,0.17
0.94,0.98,0.17
0.96,1.02,0.14
1.01,1.05,0.09
1.06,1.11,0.02
1.09,1.19,-0.03
1.09,1.29,-0.08
1.06,1.39,-0.14
0.96,1.61,-0.17
0.9,1.72,-0.18
0.86,1.82,-0.18
